0.12821738	0.012240736	-0.008780336	-0.00042874704	-0.02177803	-0.046987403	0.004635785	-0.014134946	0.020262353	-0.036208022	0.059374567	-0.106499925	-0.042511743	-0.013788208	-0.020885993	0.015497122	-0.022652566	0.025773907	-0.047503952	0.012224843	-0.04453869	0.1843887	-0.07750763	0.043111168	0.072789244	-0.0045454353	0.09758291	0.008647793	-0.028726872	-0.0035459332	0.031053608	0.064370126
0.17266953	0.006402931	-0.003930854	0.007327013	-0.107005	-0.10689733	-0.07956523	-0.047910094	0.04568793	-0.013064845	0.059274264	-0.22439319	-0.06037845	-0.07652807	0.001666443	0.022708371	0.01943726	0.0033958945	-0.03495344	0.0054564076	0.01900586	0.19580661	-0.11411086	-0.0029379644	0.043296445	-0.016980859	0.2759237	0.071249396	0.005702432	0.045504257	-0.0396213	0.050245482
0.1501037	0.023135656	-0.028877655	0.029371522	-0.08009931	-0.061304677	-0.038003296	-0.10732546	-0.027962498	-0.069350205	-0.0465467	-0.18638308	0.0016820711	-0.07066312	0.07353617	-0.0021645287	-0.029769585	0.049677003	-0.04725938	0.02605482	-0.02522134	0.1571739	-0.092771895	0.088689335	0.006674517	-0.04186322	0.25590256	-0.011402899	0.06706528	-0.047906622	0.009283256	0.019464798
0.1540452	-0.024514755	0.06516885	-0.006084905	-0.056168478	-0.07517857	-0.060352314	-0.032432567	0.016204434	-0.0723402	0.031967573	-0.15014553	-0.06375744	-0.062255632	-0.0043677455	0.041652594	-0.039594095	-0.004935204	-0.047032345	-0.051401287	0.02192142	0.22283427	-0.033460684	0.043346956	0.12392146	0.03376004	0.21483049	0.058898486	0.019997532	-0.025413457	-0.0015043565	0.04818951
0.12515251	0.006809267	0.06763523	-0.049421415	-0.0627605	-0.059729885	0.0064433324	-0.067746654	-0.013345683	-0.061626192	0.07723312	-0.17769529	0.0069773807	-0.013668002	0.00894807	0.0053065983	0.015950609	-0.04906263	-0.007675761	-0.08130954	-0.0061426815	0.25458667	-0.016199159	-0.04096874	0.053086504	0.0020917563	0.19272253	0.0692171	-0.042130426	0.06781042	0.02760754	0.0325409
0.15091379	0.032695554	0.010037566	-0.0075540096	-0.078513876	-0.073366396	-0.060105555	-0.02953488	-0.03987136	-0.026578233	0.04064028	-0.13525654	0.007836936	-0.032723926	0.01500997	-0.06296227	0.006003588	0.019132117	-0.06383699	-0.046859927	0.0029705507	0.1431508	-0.07303733	0.0063277343	0.104782455	0.021328602	0.22472279	0.07346969	0.012088127	0.045209	0.0005198113	-0.005958967
0.1035808	-0.041990556	0.003902707	0.044651896	-0.00817181	-0.07081885	-0.029853161	-0.02923957	0.041777562	-0.08818388	0.050180566	-0.19909135	-0.022736063	-0.03333932	0.0386537	0.017804576	-0.034350622	-0.02015444	-0.041201673	-0.025064806	-0.015552855	0.14580011	-0.105904914	0.014289957	0.085983686	0.0034219574	0.15295391	0.03069073	-0.0006984376	0.009399942	0.020306421	0.012789843
0.09628026	0.023886483	0.03948296	-0.0017939685	-0.022065975	-0.027351012	-0.0058993874	-0.06265921	-0.0639544	-0.056000426	-0.005376598	-0.16159618	-0.049677208	-0.050729565	-0.017872987	-0.007811728	-0.03884089	-0.031761065	-0.026017223	-0.07705503	-0.01986326	0.18069232	-0.083697915	0.010837586	0.11133389	-0.0082801785	0.164132	0.012116918	-0.03836421	0.060972575	-0.0039695962	-0.0040501123
0.10791323	0.033246245	0.0032126827	0.060510855	-0.030289987	-0.04781498	-0.03811466	-0.08164119	-0.019009877	0.009290451	-0.016001044	-0.12579027	-0.048125844	-0.01156351	0.010988167	-0.046424527	-0.034214843	0.044926785	-0.010303975	-0.07079198	-0.020891145	0.20998825	-0.036055837	-0.020764291	0.026852218	0.017790163	0.20520733	0.018844875	-0.006645786	0.028003847	-0.02874748	0.05250287
0.13484757	-0.0752891	-0.02591132	0.06948155	-0.09430069	-0.08872082	-0.058020532	-0.11039348	-0.012978975	-0.061600048	-0.04146794	-0.093794376	-0.034228355	-0.107310794	-0.0029603185	-0.061232224	-0.005581621	0.016489435	-0.06839519	0.0038022737	0.03667494	0.20647933	-0.1195199	0.1072832	0.09617148	0.018844843	0.2314951	0.045895927	0.007643071	-0.041169107	-0.043887872	0.017616209
0.1396184	-0.048436955	0.031007947	0.06564652	-0.08308138	-0.051293973	-0.031083906	-0.09055289	0.0008174675	-0.021322507	-0.008594976	-0.17827827	-0.06190962	0.0064957635	0.05116883	0.023674045	-0.013750859	0.050245643	-0.013329689	-0.040206123	0.0039696875	0.1728831	-0.049577072	0.018120311	0.0629744	0.048494183	0.23193356	0.027342439	0.009836358	0.027253658	-0.04101721	-0.02209973
0.20165525	-0.0404643	-0.007027381	-0.015735669	-0.09300115	-0.103865415	-0.062838145	-0.06326478	-0.02132341	-0.03506632	-0.007455139	-0.23145144	-0.03481227	-0.028807992	0.030819286	0.029553708	-0.022374736	0.010124896	-0.058008585	-0.08446794	-0.024720265	0.21938926	-0.09927941	0.015316194	0.13367966	-0.0114423735	0.30449972	0.027136963	0.0042612464	-0.015620585	0.013853514	0.05746386
0.111027546	0.027986446	0.048729464	-0.0038308639	0.022703812	-0.018385379	-0.011562319	-0.018312823	-0.06123514	-0.055279627	-0.03326845	-0.16380247	-0.0064923055	-0.018497933	0.03286502	-0.012027683	-0.039454266	0.009882983	0.006293855	-0.082761295	-0.010452862	0.1210678	-0.047197703	-0.021526752	0.10036349	-0.007986851	0.12983195	0.032694936	0.016076034	0.033781715	-0.03329385	0.015098477
0.127537	0.004441571	0.039763186	-0.05584821	-0.005972234	-0.030645074	0.061006688	0.034089133	-0.063816555	-0.037620638	0.048453275	-0.11875677	0.026536804	0.050800566	0.012408029	-0.007990225	-0.049910944	-0.0650518	0.046209145	-0.019610241	-0.066416904	0.12979992	-0.040441055	-0.024183646	0.08043789	0.041678052	0.104277335	0.09148402	-0.0032464922	0.057731606	-0.0026266319	0.003170667
0.15037058	-0.029069545	0.028970297	0.013831279	-0.061403494	0.013407528	-0.019965144	-0.06913023	-0.043795757	-0.0074192476	0.014484114	-0.1119085	-0.026487412	-0.007405951	0.055511452	-0.051781565	-0.0461287	0.009639737	-0.00949006	-0.06361444	-0.010594264	0.13992162	-0.09512942	0.017266765	0.08142282	0.010812356	0.12126565	-0.017280238	0.036262013	0.020866698	-0.00887226	-0.024062049
0.18253931	0.022079268	0.07367298	-0.038489435	-0.051410206	-0.017729573	0.005069	-0.0028997639	0.0042191516	-0.0003868161	0.06439044	-0.16138887	-0.0131457085	0.010060584	-0.0036926041	0.04374718	-0.015705219	-0.026083488	0.053045426	-0.05443091	-0.072909445	0.15470263	-0.00095378055	-0.013975958	0.06329157	0.017512772	0.18586206	0.092162296	-0.05909172	0.0039974614	0.013392587	0.04182155
0.1460021	0.01150584	0.032079346	0.015986905	-0.075343	0.0071281316	0.01566224	0.0013939263	-0.047056053	0.0225234	0.0386254	-0.16629778	0.04589406	0.020947682	0.01690651	-0.02642665	-0.005364243	-0.055701338	-0.056403823	-0.054858435	-0.06803293	0.13053565	-0.00592522	0.040011346	0.06741625	0.008281901	0.115254894	0.040087245	-0.021853035	-0.017785184	-0.021897284	0.010340661
